# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
8

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Forward wing,0,AJENLEISHW,0,0,1,9.993908270190957621e-01, 0.000000000000000000e+00, -3.489949670250096919e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 3.489949670250096919e-02, 0.000000000000000000e+00, 9.993908270190957621e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.300000000000000044e-01, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
# DegenGeom Type, name, nPts
HINGELINE,Elevators, 2
# uStart,uEnd,wStart,wEnd,xStart,yStart,zStart,xEnd,yEnd,zEnd
1.049999999999999822e+00, 1.590000000000000080e+00, 3.525442600250244141e+00, 3.526454448699951172e+00, 9.687035684727132723e-02, -2.549509756796383003e-02, 1.346998033419367635e-01, 9.691977710335056284e-02, -3.008421513019742810e-01, 1.348630600299773052e-01
1.049999999999999822e+00, 1.590000000000000080e+00, 4.853911399841308594e-01, 4.846196174621582031e-01, 9.574409409015800787e-02, -2.549509756796383003e-02, 1.218544992996433984e-01, 9.576440851199770343e-02, -3.008421513019742810e-01, 1.216845393653080559e-01

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
LIFTING_SURFACE,Aft wing,0,BHDWDBSVGO,0,0,1,9.999143275740070003e-01, 0.000000000000000000e+00, -1.308959557134443952e-02, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.308959557134443952e-02, 0.000000000000000000e+00, 9.999143275740070003e-01, 0.000000000000000000e+00, 3.499999999999999778e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,6,33
# x,y,z,u,w
4.999871491361009834e-01, 0.000000000000000000e+00, -1.963439335701665667e-03, 1.000000000000000000e+00, 0.000000000000000000e+00
4.970767323700949203e-01, 0.000000000000000000e+00, -2.431499101624218315e-03, 1.000000000000000000e+00, 4.173311976788848798e-02
4.928926360773345228e-01, 0.000000000000000000e+00, -3.092745798658199947e-03, 1.000000000000000000e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 0.000000000000000000e+00, -4.001922125176809661e-03, 1.000000000000000000e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 0.000000000000000000e+00, -5.206352705249153376e-03, 1.000000000000000000e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 0.000000000000000000e+00, -6.723228707964154678e-03, 1.000000000000000000e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 0.000000000000000000e+00, -8.504140244191353212e-03, 1.000000000000000000e+00, 5.841612375912467181e-01
4.396686571200302818e-01, 0.000000000000000000e+00, -1.039045205706881636e-02, 1.000000000000000000e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 0.000000000000000000e+00, -1.208548537096400775e-02, 1.000000000000000000e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 0.000000000000000000e+00, -1.320439565541982503e-02, 1.000000000000000000e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 0.000000000000000000e+00, -1.354004249076810190e-02, 1.000000000000000000e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 0.000000000000000000e+00, -1.291224345677022614e-02, 1.000000000000000000e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 0.000000000000000000e+00, -1.132244597877294506e-02, 1.000000000000000000e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 0.000000000000000000e+00, -8.942004620422530983e-03, 1.000000000000000000e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 0.000000000000000000e+00, -5.993080841200860293e-03, 1.000000000000000000e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 0.000000000000000000e+00, -2.805648605385461809e-03, 1.000000000000000000e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 0.000000000000000000e+00, 2.974599920984986705e-03, 1.000000000000000000e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 0.000000000000000000e+00, 6.619954074841262470e-03, 1.000000000000000000e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 0.000000000000000000e+00, 1.032195613757466018e-02, 1.000000000000000000e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 0.000000000000000000e+00, 1.368211707427160161e-02, 1.000000000000000000e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 0.000000000000000000e+00, 1.632449175469237457e-02, 1.000000000000000000e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 0.000000000000000000e+00, 1.780511815567243847e-02, 1.000000000000000000e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 0.000000000000000000e+00, 1.776035368398060435e-02, 1.000000000000000000e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 0.000000000000000000e+00, 1.617003273044873013e-02, 1.000000000000000000e+00, 3.000000000000000000e+00
4.396050167135770459e-01, 0.000000000000000000e+00, 1.352718439641138574e-02, 1.000000000000000000e+00, 3.216336609715709116e+00
4.552530774548143033e-01, 0.000000000000000000e+00, 1.037279837245567993e-02, 1.000000000000000000e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 0.000000000000000000e+00, 7.210961740475446691e-03, 1.000000000000000000e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 0.000000000000000000e+00, 4.390342625901146219e-03, 1.000000000000000000e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 0.000000000000000000e+00, 2.076657399969393525e-03, 1.000000000000000000e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 0.000000000000000000e+00, 2.921355052877107144e-04, 1.000000000000000000e+00, 3.904044169930655173e+00
4.971177630580644879e-01, 0.000000000000000000e+00, -1.023791248336086094e-03, 1.000000000000000000e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 0.000000000000000000e+00, -1.963439335701665667e-03, 1.000000000000000000e+00, 4.000000000000000000e+00
4.999871491361009834e-01, 1.199999999999999956e-01, -1.963439335701665667e-03, 1.199999999999999956e+00, 0.000000000000000000e+00
4.970767323700949203e-01, 1.199999999999999956e-01, -2.431499101624218315e-03, 1.199999999999999956e+00, 4.173311976788848798e-02
4.928926360773345228e-01, 1.199999999999999956e-01, -3.092745798658199947e-03, 1.199999999999999956e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 1.199999999999999956e-01, -4.001922125176809661e-03, 1.199999999999999956e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 1.199999999999999956e-01, -5.206352705249153376e-03, 1.199999999999999956e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 1.199999999999999956e-01, -6.723228707964154678e-03, 1.199999999999999956e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 1.199999999999999956e-01, -8.504140244191353212e-03, 1.199999999999999956e+00, 5.841612375912467181e-01
4.396686571200303373e-01, 1.199999999999999956e-01, -1.039045205706881636e-02, 1.199999999999999956e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 1.199999999999999956e-01, -1.208548537096400775e-02, 1.199999999999999956e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 1.199999999999999956e-01, -1.320439565541982677e-02, 1.199999999999999956e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 1.199999999999999956e-01, -1.354004249076810190e-02, 1.199999999999999956e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 1.199999999999999956e-01, -1.291224345677022614e-02, 1.199999999999999956e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 1.199999999999999956e-01, -1.132244597877294506e-02, 1.199999999999999956e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 1.199999999999999956e-01, -8.942004620422530983e-03, 1.199999999999999956e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 1.199999999999999956e-01, -5.993080841200860293e-03, 1.199999999999999956e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 1.199999999999999956e-01, -2.805648605385461809e-03, 1.199999999999999956e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 1.199999999999999956e-01, 0.000000000000000000e+00, 1.199999999999999956e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 1.199999999999999956e-01, 2.974599920984986705e-03, 1.199999999999999956e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 1.199999999999999956e-01, 6.619954074841262470e-03, 1.199999999999999956e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 1.199999999999999956e-01, 1.032195613757466018e-02, 1.199999999999999956e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 1.199999999999999956e-01, 1.368211707427160161e-02, 1.199999999999999956e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 1.199999999999999956e-01, 1.632449175469237457e-02, 1.199999999999999956e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 1.199999999999999956e-01, 1.780511815567243847e-02, 1.199999999999999956e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 1.199999999999999956e-01, 1.776035368398060435e-02, 1.199999999999999956e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 1.199999999999999956e-01, 1.617003273044873013e-02, 1.199999999999999956e+00, 3.000000000000000000e+00
4.396050167135770459e-01, 1.199999999999999956e-01, 1.352718439641138748e-02, 1.199999999999999956e+00, 3.216336609715709116e+00
4.552530774548143033e-01, 1.199999999999999956e-01, 1.037279837245567993e-02, 1.199999999999999956e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 1.199999999999999956e-01, 7.210961740475446691e-03, 1.199999999999999956e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 1.199999999999999956e-01, 4.390342625901146219e-03, 1.199999999999999956e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 1.199999999999999956e-01, 2.076657399969393525e-03, 1.199999999999999956e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 1.199999999999999956e-01, 2.921355052877107144e-04, 1.199999999999999956e+00, 3.904044169930655173e+00
4.971177630580644324e-01, 1.199999999999999956e-01, -1.023791248336086094e-03, 1.199999999999999956e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 1.199999999999999956e-01, -1.963439335701665667e-03, 1.199999999999999956e+00, 4.000000000000000000e+00
4.999871491361009834e-01, 2.399999999999999911e-01, -1.963439335701665667e-03, 1.399999999999999911e+00, 0.000000000000000000e+00
4.970767323700949758e-01, 2.399999999999999911e-01, -2.431499101624218315e-03, 1.399999999999999911e+00, 4.173311976788848798e-02
4.928926360773344673e-01, 2.399999999999999911e-01, -3.092745798658199947e-03, 1.399999999999999911e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 2.399999999999999911e-01, -4.001922125176809661e-03, 1.399999999999999911e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 2.399999999999999911e-01, -5.206352705249153376e-03, 1.399999999999999911e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 2.399999999999999911e-01, -6.723228707964153811e-03, 1.399999999999999911e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 2.399999999999999911e-01, -8.504140244191353212e-03, 1.399999999999999911e+00, 5.841612375912467181e-01
4.396686571200302818e-01, 2.399999999999999911e-01, -1.039045205706881636e-02, 1.399999999999999911e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 2.399999999999999911e-01, -1.208548537096400775e-02, 1.399999999999999911e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 2.399999999999999911e-01, -1.320439565541982503e-02, 1.399999999999999911e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 2.399999999999999911e-01, -1.354004249076810190e-02, 1.399999999999999911e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 2.399999999999999911e-01, -1.291224345677022614e-02, 1.399999999999999911e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 2.399999999999999911e-01, -1.132244597877294506e-02, 1.399999999999999911e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 2.399999999999999911e-01, -8.942004620422530983e-03, 1.399999999999999911e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 2.399999999999999911e-01, -5.993080841200860293e-03, 1.399999999999999911e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 2.399999999999999911e-01, -2.805648605385461809e-03, 1.399999999999999911e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 2.399999999999999911e-01, 0.000000000000000000e+00, 1.399999999999999911e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 2.399999999999999911e-01, 2.974599920984986705e-03, 1.399999999999999911e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 2.399999999999999911e-01, 6.619954074841262470e-03, 1.399999999999999911e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 2.399999999999999911e-01, 1.032195613757466018e-02, 1.399999999999999911e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 2.399999999999999911e-01, 1.368211707427160334e-02, 1.399999999999999911e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 2.399999999999999911e-01, 1.632449175469237457e-02, 1.399999999999999911e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 2.399999999999999911e-01, 1.780511815567243847e-02, 1.399999999999999911e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 2.399999999999999911e-01, 1.776035368398060435e-02, 1.399999999999999911e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 2.399999999999999911e-01, 1.617003273044873013e-02, 1.399999999999999911e+00, 3.000000000000000000e+00
4.396050167135771014e-01, 2.399999999999999911e-01, 1.352718439641138574e-02, 1.399999999999999911e+00, 3.216336609715709116e+00
4.552530774548143588e-01, 2.399999999999999911e-01, 1.037279837245567993e-02, 1.399999999999999911e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 2.399999999999999911e-01, 7.210961740475446691e-03, 1.399999999999999911e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 2.399999999999999911e-01, 4.390342625901146219e-03, 1.399999999999999911e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 2.399999999999999911e-01, 2.076657399969393525e-03, 1.399999999999999911e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 2.399999999999999911e-01, 2.921355052877107144e-04, 1.399999999999999911e+00, 3.904044169930655173e+00
4.971177630580644879e-01, 2.399999999999999911e-01, -1.023791248336086094e-03, 1.399999999999999911e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 2.399999999999999911e-01, -1.963439335701665667e-03, 1.399999999999999911e+00, 4.000000000000000000e+00
4.999871491361009834e-01, 3.600000000000000977e-01, -1.963439335701665667e-03, 1.600000000000000089e+00, 0.000000000000000000e+00
4.970767323700949758e-01, 3.600000000000000977e-01, -2.431499101624218315e-03, 1.600000000000000089e+00, 4.173311976788848798e-02
4.928926360773344673e-01, 3.600000000000000977e-01, -3.092745798658199947e-03, 1.600000000000000089e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 3.600000000000000977e-01, -4.001922125176809661e-03, 1.600000000000000089e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 3.600000000000000977e-01, -5.206352705249153376e-03, 1.600000000000000089e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 3.600000000000000977e-01, -6.723228707964153811e-03, 1.600000000000000089e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 3.600000000000000977e-01, -8.504140244191353212e-03, 1.600000000000000089e+00, 5.841612375912467181e-01
4.396686571200302818e-01, 3.600000000000000977e-01, -1.039045205706881636e-02, 1.600000000000000089e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 3.600000000000000977e-01, -1.208548537096400775e-02, 1.600000000000000089e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 3.600000000000000977e-01, -1.320439565541982503e-02, 1.600000000000000089e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 3.600000000000000977e-01, -1.354004249076810190e-02, 1.600000000000000089e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 3.600000000000000977e-01, -1.291224345677022614e-02, 1.600000000000000089e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 3.600000000000000977e-01, -1.132244597877294506e-02, 1.600000000000000089e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 3.600000000000000977e-01, -8.942004620422530983e-03, 1.600000000000000089e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 3.600000000000000977e-01, -5.993080841200860293e-03, 1.600000000000000089e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 3.600000000000000977e-01, -2.805648605385461809e-03, 1.600000000000000089e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 3.600000000000000977e-01, 0.000000000000000000e+00, 1.600000000000000089e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 3.600000000000000977e-01, 2.974599920984986705e-03, 1.600000000000000089e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 3.600000000000000977e-01, 6.619954074841262470e-03, 1.600000000000000089e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 3.600000000000000977e-01, 1.032195613757466018e-02, 1.600000000000000089e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 3.600000000000000977e-01, 1.368211707427160334e-02, 1.600000000000000089e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 3.600000000000000977e-01, 1.632449175469237457e-02, 1.600000000000000089e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 3.600000000000000977e-01, 1.780511815567243847e-02, 1.600000000000000089e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 3.600000000000000977e-01, 1.776035368398060435e-02, 1.600000000000000089e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 3.600000000000000977e-01, 1.617003273044873013e-02, 1.600000000000000089e+00, 3.000000000000000000e+00
4.396050167135771014e-01, 3.600000000000000977e-01, 1.352718439641138574e-02, 1.600000000000000089e+00, 3.216336609715709116e+00
4.552530774548143588e-01, 3.600000000000000977e-01, 1.037279837245567993e-02, 1.600000000000000089e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 3.600000000000000977e-01, 7.210961740475446691e-03, 1.600000000000000089e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 3.600000000000000977e-01, 4.390342625901146219e-03, 1.600000000000000089e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 3.600000000000000977e-01, 2.076657399969393525e-03, 1.600000000000000089e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 3.600000000000000977e-01, 2.921355052877107144e-04, 1.600000000000000089e+00, 3.904044169930655173e+00
4.971177630580644879e-01, 3.600000000000000977e-01, -1.023791248336086094e-03, 1.600000000000000089e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 3.600000000000000977e-01, -1.963439335701665667e-03, 1.600000000000000089e+00, 4.000000000000000000e+00
4.999871491361009834e-01, 4.800000000000000933e-01, -1.963439335701665667e-03, 1.800000000000000044e+00, 0.000000000000000000e+00
4.970767323700949203e-01, 4.800000000000000933e-01, -2.431499101624218315e-03, 1.800000000000000044e+00, 4.173311976788848798e-02
4.928926360773345228e-01, 4.800000000000000933e-01, -3.092745798658199947e-03, 1.800000000000000044e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 4.800000000000000933e-01, -4.001922125176809661e-03, 1.800000000000000044e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 4.800000000000000933e-01, -5.206352705249153376e-03, 1.800000000000000044e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 4.800000000000000933e-01, -6.723228707964154678e-03, 1.800000000000000044e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 4.800000000000000933e-01, -8.504140244191353212e-03, 1.800000000000000044e+00, 5.841612375912467181e-01
4.396686571200303373e-01, 4.800000000000000933e-01, -1.039045205706881636e-02, 1.800000000000000044e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 4.800000000000000933e-01, -1.208548537096400775e-02, 1.800000000000000044e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 4.800000000000000933e-01, -1.320439565541982677e-02, 1.800000000000000044e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 4.800000000000000933e-01, -1.354004249076810190e-02, 1.800000000000000044e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 4.800000000000000933e-01, -1.291224345677022614e-02, 1.800000000000000044e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 4.800000000000000933e-01, -1.132244597877294506e-02, 1.800000000000000044e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 4.800000000000000933e-01, -8.942004620422530983e-03, 1.800000000000000044e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 4.800000000000000933e-01, -5.993080841200860293e-03, 1.800000000000000044e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 4.800000000000000933e-01, -2.805648605385461809e-03, 1.800000000000000044e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 4.800000000000000933e-01, 0.000000000000000000e+00, 1.800000000000000044e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 4.800000000000000933e-01, 2.974599920984986705e-03, 1.800000000000000044e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 4.800000000000000933e-01, 6.619954074841262470e-03, 1.800000000000000044e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 4.800000000000000933e-01, 1.032195613757466018e-02, 1.800000000000000044e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 4.800000000000000933e-01, 1.368211707427160161e-02, 1.800000000000000044e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 4.800000000000000933e-01, 1.632449175469237457e-02, 1.800000000000000044e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 4.800000000000000933e-01, 1.780511815567243847e-02, 1.800000000000000044e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 4.800000000000000933e-01, 1.776035368398060435e-02, 1.800000000000000044e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 4.800000000000000933e-01, 1.617003273044873013e-02, 1.800000000000000044e+00, 3.000000000000000000e+00
4.396050167135770459e-01, 4.800000000000000933e-01, 1.352718439641138748e-02, 1.800000000000000044e+00, 3.216336609715709116e+00
4.552530774548143033e-01, 4.800000000000000933e-01, 1.037279837245567993e-02, 1.800000000000000044e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 4.800000000000000933e-01, 7.210961740475446691e-03, 1.800000000000000044e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 4.800000000000000933e-01, 4.390342625901146219e-03, 1.800000000000000044e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 4.800000000000000933e-01, 2.076657399969393525e-03, 1.800000000000000044e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 4.800000000000000933e-01, 2.921355052877107144e-04, 1.800000000000000044e+00, 3.904044169930655173e+00
4.971177630580644324e-01, 4.800000000000000933e-01, -1.023791248336086094e-03, 1.800000000000000044e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 4.800000000000000933e-01, -1.963439335701665667e-03, 1.800000000000000044e+00, 4.000000000000000000e+00
4.999871491361009834e-01, 6.000000000000000888e-01, -1.963439335701665667e-03, 2.000000000000000000e+00, 0.000000000000000000e+00
4.970767323700949203e-01, 6.000000000000000888e-01, -2.431499101624218315e-03, 2.000000000000000000e+00, 4.173311976788848798e-02
4.928926360773345228e-01, 6.000000000000000888e-01, -3.092745798658199947e-03, 2.000000000000000000e+00, 9.595583006934514658e-02
4.870012612458026746e-01, 6.000000000000000888e-01, -4.001922125176809661e-03, 2.000000000000000000e+00, 1.722603643809275942e-01
4.789445109005083800e-01, 6.000000000000000888e-01, -5.206352705249153376e-03, 2.000000000000000000e+00, 2.765358755368439447e-01
4.683552389948341110e-01, 6.000000000000000888e-01, -6.723228707964154678e-03, 2.000000000000000000e+00, 4.134663504172014781e-01
4.551395888522071775e-01, 6.000000000000000888e-01, -8.504140244191353212e-03, 2.000000000000000000e+00, 5.841612375912467181e-01
4.396686571200302818e-01, 6.000000000000000888e-01, -1.039045205706881636e-02, 2.000000000000000000e+00, 7.836633902842906618e-01
4.228535322005928521e-01, 6.000000000000000888e-01, -1.208548537096400775e-02, 2.000000000000000000e+00, 1.000000000000000000e+00
4.059909127827591169e-01, 6.000000000000000888e-01, -1.320439565541982503e-02, 2.000000000000000000e+00, 1.216336609715709338e+00
3.904106789749628437e-01, 6.000000000000000888e-01, -1.354004249076810190e-02, 2.000000000000000000e+00, 1.415838762408753171e+00
3.770940984268714713e-01, 6.000000000000000888e-01, -1.291224345677022614e-02, 2.000000000000000000e+00, 1.586533649582798411e+00
3.665220263552378954e-01, 6.000000000000000888e-01, -1.132244597877294506e-02, 2.000000000000000000e+00, 1.723464124463156111e+00
3.587423617198846615e-01, 6.000000000000000888e-01, -8.942004620422530983e-03, 2.000000000000000000e+00, 1.827739635619072267e+00
3.535832575265964728e-01, 6.000000000000000888e-01, -5.993080841200860293e-03, 2.000000000000000000e+00, 1.904044169930654951e+00
3.508372494979330458e-01, 6.000000000000000888e-01, -2.805648605385461809e-03, 2.000000000000000000e+00, 1.958266880232111484e+00
3.499999999999999778e-01, 6.000000000000000888e-01, 0.000000000000000000e+00, 2.000000000000000000e+00, 2.000000000000000000e+00
3.503694382612193570e-01, 6.000000000000000888e-01, 2.974599920984986705e-03, 2.000000000000000000e+00, 2.041733119767888294e+00
3.526628127630386800e-01, 6.000000000000000888e-01, 6.619954074841262470e-03, 2.000000000000000000e+00, 2.095955830069344827e+00
3.574915933966812398e-01, 6.000000000000000888e-01, 1.032195613757466018e-02, 2.000000000000000000e+00, 2.172260364380927733e+00
3.651145036548338885e-01, 6.000000000000000888e-01, 1.368211707427160161e-02, 2.000000000000000000e+00, 2.276535875536843889e+00
3.757377706309636411e-01, 6.000000000000000888e-01, 1.632449175469237457e-02, 2.000000000000000000e+00, 2.413466350417201589e+00
3.893077967807448969e-01, 6.000000000000000888e-01, 1.780511815567243847e-02, 2.000000000000000000e+00, 2.584161237591246607e+00
4.052650108630119763e-01, 6.000000000000000888e-01, 1.776035368398060435e-02, 2.000000000000000000e+00, 2.783663390284290440e+00
4.224990110882179684e-01, 6.000000000000000888e-01, 1.617003273044873013e-02, 2.000000000000000000e+00, 3.000000000000000000e+00
4.396050167135770459e-01, 6.000000000000000888e-01, 1.352718439641138574e-02, 2.000000000000000000e+00, 3.216336609715709116e+00
4.552530774548143033e-01, 6.000000000000000888e-01, 1.037279837245567993e-02, 2.000000000000000000e+00, 3.415838762408752949e+00
4.685402423347151402e-01, 6.000000000000000888e-01, 7.210961740475446691e-03, 2.000000000000000000e+00, 3.586533649582798411e+00
4.791276370528368966e-01, 6.000000000000000888e-01, 4.390342625901146219e-03, 2.000000000000000000e+00, 3.723464124463156111e+00
4.871442583873555332e-01, 6.000000000000000888e-01, 2.076657399969393525e-03, 2.000000000000000000e+00, 3.827739635619072267e+00
4.929833532321874490e-01, 6.000000000000000888e-01, 2.921355052877107144e-04, 2.000000000000000000e+00, 3.904044169930655173e+00
4.971177630580644879e-01, 6.000000000000000888e-01, -1.023791248336086094e-03, 2.000000000000000000e+00, 3.958266880232111262e+00
4.999871491361009834e-01, 6.000000000000000888e-01, -1.963439335701665667e-03, 2.000000000000000000e+00, 4.000000000000000000e+00
SURFACE_FACE,5,32
# nx,ny,nz,area
1.587820029451510184e-01, -0.000000000000000000e+00, -9.873136662382051565e-01, 3.537376457589369561e-04
1.561007489986971919e-01, -0.000000000000000000e+00, -9.877411382351378721e-01, 5.083230167251793791e-04
